sifrao,nazivo
44411710-4,Klozetska sedišta
44411720-7,Poklopci za klozetske šolje
44411740-3,Klozetske šolje
44411750-6,Vodokotliæi
44411800-2,Pisoari
44420000-0,Proizvodi koji se koriste u graðevinarstvu
44421000-7,"Blindirani ili armirani sefovi, gvozdene blagajne i vrata"
44421300-0,Sefovi
44421500-2,Blindirana ili armirana vrata
44421600-3,Pregradci za trezore
44421700-4,Kutije i ormariæi
44421710-7,Ormariæi za èuvanje prtljaga
44421720-0,Ormariæi sa bravom
44421721-7,Trezorski sefovi
44421722-4,Sigurnosne torbe
44421780-8,Prenosive sigurnosne kasete za dokumenta
44421790-1,Prenosive sigurnosne kasete za novac
44422000-4,Poštanski sanduèiæi
44423000-1,Razni proizvodi
44423100-2,Zvona
44423200-3,Lestve
44423220-9,Merdevine na rasklapanje
44423230-2,Niske kuæne merdevine
44423300-4,Oprema za rukovanje robom
44423330-3,Platforme za rukovanje robom
44423340-6,Pribor od žièane užadi za rukovanje robom
44423400-5,Znaci i srodni artikli
44423450-0,Ploèice sa imenom
44423460-3,Ploèice sa adresom
44423700-8,Elementi za šahte
44423710-1,Ulièni poklopci
44423720-4,Završne kutije
44423730-7,Okviri za šahte
44423740-0,Poklopci za šahte
44423750-3,Poklopci za kanalizacione otvore
44423760-6,Poklopci otvora
44423790-5,Metalni stepenici za šahte
44423800-9,Metalni žigovi
44423810-2,Gumeni žigovi
44423850-4,Oblikovani elementi
44423900-0,Potrošne anode
44424000-8,Kutije i trake za kuæišta za brojila
44424100-9,Kutije za kuæišta za brojila
44424200-0,Lepljiva traka
44424300-1,Fluorescentna traka
44425000-5,"Prstenovi, zaptivaèi, trake, lepljivi materijali i ubrizgavajuæi zaptivaèi"
44425100-6,Elastièni prstenovi
44425110-9,Samolepljivi armaturni prstenovi
44425200-7,Gumeni zaptivaèi
44425300-8,Gumene trake
44425400-9,Ubrizgavajuæi zaptivaèi
44425500-0,Plastièni lepljivi materijali
44430000-3,Blindirane ploèe
44431000-0,Pokrivne ploèe
44440000-6,Ležajevi
44441000-3,Mikro-kuglice
44442000-0,Valjkasti ležajevi
44450000-9,Meki èelici
44451000-6,Blanko metalni novèiæi
44452000-3,Kutije za metalne novèiæe
44460000-2,Podupiraèi i potporna ojaèanja u rudniku
44461000-9,Podupiraèi
44461100-0,Kosi podupiraèi (kosnice) u rudniku
44462000-6,Potporna ojaèanja u rudniku
44464000-0,Gusenice za gusenièare
44470000-5,Proizvodi od livenog gvožða
44480000-8,Razna oprema za protivpožarnu zaštitu
44481000-5,Lestve sa platformama
44481100-6,Vatrogasne lestve
44482000-2,Naprave za protivpožarnu zaštitu
44482100-3,Vatrogasna creva
44482200-4,Vatrogasni hidranti
44500000-5,"Alati, brave, kljuèevi, šarke, spojni elementi, lanci i opruge"
44510000-8,Alati
44511000-5,Ruèni alati
44511100-6,Ašovi i lopate
44511110-9,Ašovi
44511120-2,Lopate
44511200-7,Vile
44511300-8,"Krampovi, pijuci, motike, grabulje i grabulje za èišæenje plaža"
44511310-1,Krampovi
44511320-4,Pijuci
44511330-7,Motike
44511340-0,Grabulje
44511341-7,Grabulje za èišæenje plaža
44511400-9,Sekire
44511500-0,Ruène testere
44511510-3,Listovi za ruène testere
44512000-2,Razni ruèni alati
44512100-3,Dleta
44512200-4,Klešta
44512210-7,Klešta za krimpovanje
44512300-5,Èekiæi
44512400-6,Stezaljke za žicu
44512500-7,Obièni i francuski kljuèevi
44512600-8,Alati za drumske radove
44512610-1,Šiljci za razbijanje površinskih slojeva
44512700-9,Fine ili grube turpije
44512800-0,Odvijaèi
44512900-1,"Svrdla, ulošci za odvijaèe i drugi dodaci"
44512910-4,Svrdla
44512920-7,Ulošci za odvijaèe
44512930-0,Nosaèi za alat
44512940-3,Kompleti alata
44513000-9,Alati kojima se upravlja pedalom (papuèicom)
44514000-6,Ruèke alata i delovi alata
44514100-7,Ruèke alata
44514200-8,Delovi alata
44520000-1,"Brave, kljuèevi i šarke"
44521000-8,Razni katanci i brave
44521100-9,Brave
44521110-2,Brave za vrata
44521120-5,Elektronska sigurnosna brava
44521130-8,Brava sa pojaèanom zaštitom
44521140-1,Bravice za nameštaj
44521200-0,Katanci i lanci
44521210-3,Katanci
44522000-5,"Zatvaraèi, delovi brava i kljuèevi"
44522100-6,Zatvaraèi
44522200-7,Kljuèevi
44522300-8,Delovi katanaca
44522400-9,Delovi brava
44523000-2,"Šarke, okovi i pribor"
44523100-3,Šarke
44523200-4,Okovi
44523300-5,Pribor
44530000-4,Vijci
44531000-1,Vijci sa navojem
44531100-2,Vijci za drvo
44531200-3,Vijci sa kukom ili vijci sa prstenom
44531300-4,Samonarezujuæi vijci
44531400-5,Matièni vijci
44531500-6,Kompleti za spajanje prirubnicom
44531510-9,Vijci
44531520-2,Tirfoni
44531600-7,Navrtke
44531700-8,Gvozdeni ili èelièni proizvodi sa navojem
44532000-8,Zavrtnji bez navoja
44532100-9,Zakivci
44532200-0,Podloške
44532300-1,Rascepke
44532400-2,Vezice od èelika
44533000-5,Spojnice od bakra
44540000-7,Lanac
44541000-4,Zglobno-èlankasti lanac
44542000-1,Delovi lanca
44550000-0,Opruge
44600000-6,"Cisterne, rezervoari i kontejneri, radijatori za centralno grejanje i kotlovi"
44610000-9,"Cisterne, rezervoari, kontejneri i posude pod pritiskom"
44611000-6,Cisterne
44611100-7,Vazdušni (pneumatski) cilindri
44611110-0,Cilindri sa komprimovanim vazduhom
44611200-8,Aparati za disanje
44611400-0,Cisterne za skladištenje
44611410-3,Cisterne za skladištenje nafte
44611420-6,Cisterne za skladištenje mulja
44611500-1,Cisterne za vodu
44611600-2,Rezervoari
44612000-3,Posude za teèni gas
44612100-4,Plinske boce
44612200-5,Cisterne za gas
44613000-0,Veliki kontejneri
44613110-4,Silosi
44613200-2,Rashladni kontejneri
44613210-5,Vodene komore
44613300-3,Standardni kontejneri za prevoz tereta
44613400-4,Skladišni kontejneri
44613500-5,Kontejneri za vodu
44613600-6,Kontejneri na toèkovima
44613700-7,Kontejneri za otpad
44613800-8,Kontejneri za otpadni materijal
44614000-7,Burad
44614100-8,Posude za skladištenje
44614300-0,Kontejnerski sistem za skladištenje
44614310-3,Mašine za slaganje
44615000-4,Posude pod pritiskom
44615100-5,Èeliène posude pod pritiskom
44616000-1,Cilindrièni rezervoari
44616200-3,Cilindrièni rezervoari za otpad
44617000-8,Kutije
44617100-9,Kartonske kutije
44617200-0,Kuæišta za brojila
44617300-1,Montažne kutije
44618000-5,"Laki kontejneri, èepovi od plute, zatvaraèi kontejnera, kace i poklopci"
44618100-6,Laki kontejneri
44618300-8,"Èepovi, zapušaèi, zatvaraèi kontejnera i poklopci"
44618310-1,Èepovi
44618320-4,Zapušaèi
44618330-7,Zatvaraèi kontejnera
44618340-0,Poklopci
44618350-3,Plastièni zatvaraèi
44618400-9,Konzerve
44618420-5,Konzerve za hranu
44618500-0,Kace
44619000-2,Druge posude
44619100-3,Sanduci
44619200-4,Kalemovi za kablove
44619300-5,Gajbe
44619400-6,Baève
44619500-7,Sanduèaste palete
44620000-2,Radijatori i kotlovi za centralno grejanje i delovi
44621000-9,Radijatori i kotlovi
44621100-0,Radijatori
44621110-3,Radijatori za centralno grejanje
44621111-0,Radijatori za centralno grejanje koji nisu elektrièni
44621112-7,Delovi radijatora za centralno grejanje
44621200-1,Kotlovi
44621210-4,Kotlovi za vodu
44621220-7,Kotlovi za centralno grejanje
44621221-4,Delovi kotlova za centralno grejanje
44622000-6,Sistemi za iskorišæenje toplotne energije
44622100-7,Oprema za iskorišæenje toplotne energije
44800000-8,"Boje, lakovi i smole"
44810000-1,Boje
44811000-8,Boje za obeležavanje puteva
44812000-5,Slikarske boje
44812100-6,Emajl i glazure
44812200-7,Uljane i vodene boje
44812210-0,Uljane boje
44812220-3,Vodene boje
44812300-8,Školske boje
44812310-1,Boje u kompletu
44812320-4,Boje za signalizaciju
44812400-9,Potrepštine za ukrašavanje
44820000-4,Lakovi
44830000-7,"Smole, punila, kit i rastvaraèi"
44831000-4,"Smole, punila, kit"
44831100-5,Smole
44831200-6,Punila
44831300-7,Kit
44831400-8,Mase za ubrizgavanje
44832000-1,Rastvaraèi
44832100-2,Odstranjivaèi boje
44832200-3,Razreðivaèi
44900000-9,"Graðevinski kamen, kreènjak, gips i škriljac"
44910000-2,Graðevinski kamen
44911000-9,Mermer i kreènjaèki kamen za graðevinarstvo
44911100-0,Mermer
44911200-1,Travertin
44912000-6,Razni graðevinski kamen
44912100-7,Granit
44912200-8,Pešèar
44912300-9,Bazalt
44912400-0,Kamenje za iviènjake
44920000-5,"Kreènjak, gips i kreda"
44921000-2,Kreènjak i gips
44921100-3,Gips
44921200-4,Kreè
44921210-7,Kreè u prahu
44921300-5,Kreènjak
44922000-9,Kreda i dolomit
44922100-0,Kreda
44922200-1,Dolomit
44930000-8,Škriljac
45000000-7,Graðevinski radovi
45100000-8,Priprema gradilišta
45110000-1,"Rušenje i razbijanje zgrada, zemljani radovi"
45111000-8,"Radovi na rušenju, pripremi i rašèišæavanju gradilišta"
45111100-9,Radovi na rušenju
45111200-0,Radovi na pripremi i rašèišæavanju gradilišta
45111210-3,Radovi na miniranju i uklanjanju stena
45111211-0,Radovi na miniranju
45111212-7,Radovi na uklanjanju stena
45111213-4,Rašèišæavanje gradilišta
45111214-1,Radovi na rašèišæavanju gradilišta posle miniranja
45111220-6,Radovi na krèenju
45111230-9,Radovi na stabilizaciji terena
45111240-2,Radovi na drenaži terena
45111250-5,Radovi na istraživanju terena
45111260-8,Radovi na pripremi terena za miniranje
45111290-7,"Osnovni radovi za prikljuèke (vodovod, gas, itd.)"
45111291-4,Radovi na ureðenju gradilišta
45111300-1,Radovi na demontaži
45111310-4,Radovi na demontaži za vojne objekte
45111320-7,Radovi na demontaži za bezbednosne objekte
45112000-5,Radovi na iskopavanju i odnošenju zemlje
45112100-6,Radovi na iskopu jarkova
45112200-7,Radovi na uklanjanju sloja zemlje
45112210-0,Radovi na uklanjanju sloja humusa
45112300-8,Radovi na nasipanju i rekultivaciji zemljišta
45112310-1,Radovi na nasipanju
45112320-4,Radovi na rekultivaciji zemljišta
45112330-7,Radovi na rekultivaciji zemljišta na gradilištu
45112340-0,Radovi na dekontaminaciji tla
45112350-3,Rekultivacija ledine
45112360-6,Radovi na obnavljanju tla
45112400-9,Radovi na iskopavanju
45112410-2,Radovi na kopanju grobova
45112420-5,Radovi na kopanju podruma
45112440-1,Pravljenje zemljišnih terasa na padinama
45112441-8,Pravljenje zemljišnih terasa
45112450-4,Radovi na iskopu na arheološkim nalazištima
45112500-0,Odnošenje iskopane zemlje
45112600-1,Iskopavanje i zatrpavanje
45112700-2,Radovi na ureðivanju pejzaža
45112710-5,Radovi na pejzažnom ureðivanju zelenih površina
45112711-2,Radovi na pejzažnom ureðivanju parkova
45112712-9,Radovi na pejzažnom ureðivanju vrtova
45112713-6,Radovi na pejzažnom ureðivanju krovnih vrtova
45112714-3,Radovi na pejzažnom ureðivanju groblja
45112720-8,Radovi na pejzažnom ureðivanju sportskih terena i prostora za rekreaciju
45112721-5,Radovi na pejzažnom ureðivanju golf terena
45112722-2,Radovi na pejzažnom ureðivanju prostora za jahanje
45112723-9,Radovi na pejzažnom ureðivanju igrališta
45112730-1,Radovi na pejzažnom ureðivanju puteva i autoputeva
45112740-4,Radovi na pejzažnom ureðivanju aerodroma
45113000-2,Opremanje gradilišta
45120000-4,Radovi na probnom bušenju i sondiranju
45121000-1,Radovi na probnom bušenju
45122000-8,Radovi na sondiranju
45200000-9,Radovi na objektima ili delovima objekata visokogradnje i niskogradnje
45210000-2,Radovi na visokogradnji
45211000-9,Radovi na podizanju stambenih zgrada i porodiènih kuæa
45211100-0,Radovi na izgradnji zgrada
45211200-1,Radovi na izgradnji skloništa
45211300-2,Radovi na izgradnji kuæa
45211310-5,Radovi na izgradnji kupatila
45211320-8,Radovi na izgradnji verandi
45211340-4,Radovi na izgradnji stambenih zgrada
45211341-1,Radovi na izgradnji stanova
45211350-7,Radovi na izgradnji višenamenskih zgrada
45211360-0,Graðevinski radovi urbanistièkog ureðenja
45211370-3,Radovi na izgradnji sauna
45212000-6,"Radovi na izgradnji zgrada za rekreativne aktivnosti, sport, kulturu, smeštaj i ugostiteljstvo"
45212100-7,Radovi na izgradnji objekata za rekreaciju
45212110-0,Radovi na izgradnji centara za rekreaciju
45212120-3,Radovi na izgradnji tematskih parkova
45212130-6,Radovi na izgradnji zabavnih parkova
45212140-9,Objekti za rekreaciju
45212150-2,Radovi na izgradnji bioskopa
45212160-5,Radovi na izgradnji kazina
45212170-8,Radovi na izgradnji zgrada namenjenih zabavnim sadržajima
45212171-5,Radovi na izgradnji zabavnih centara
45212172-2,Radovi na izgradnji rekreacionih centara
45212180-1,Radovi na izgradnji kancelarija za prodaju karata
45212190-4,Radovi na zaštiti od sunca
45212200-8,Radovi na izgradnji sportskih objekata
45212210-1,Radovi na izgradnji jednonamenskih sportskih objekata
45212211-8,Radovi na izgradnji klizališta
45212212-5,Radovi na izgradnji bazena za plivanje
45212213-2,Radovi na oznaèavanju sportskih objekata
45212220-4,Radovi na izgradnji višenamenskih sportskih objekata
45212221-1,Graðevinski radovi u vezi sa konstrukcijama za sportske terene
45212222-8,Radovi na izgradnji gimnastièkih dvorana
45212223-5,Radovi na izgradnji objekata za zimske sportove
45212224-2,Radovi na izgradnji stadiona
45212225-9,Radovi na izgradnji sportskih dvorana
45212230-7,Postavljanje svlaèionica
45212290-5,Radovi na popravci i održavanju sportskih objekata
45212300-9,Radovi na izgradnji zgrada za umetnost i kulturu
45212310-2,Radovi na izgradnji zgrada za izložbe
45212311-9,Radovi na izgradnji umetnièkih galerija
45212312-6,Radovi na izgradnji izložbenih centara
45212313-3,Radovi na izgradnji muzeja
45212314-0,Radovi na izgradnji istorijskih spomenika ili spomen-kuæa
45212320-5,Radovi na izgradnji zgrada za umetnièka izvoðenja
45212321-2,Radovi na izgradnji gledališta
45212322-9,Radovi na izgradnji pozorišta
45212330-8,Radovi na izgradnji biblioteka
45212331-5,Radovi na izgradnji multimedijalnih biblioteka
45212340-1,Radovi na izgradnji amfiteatara
45212350-4,Zgrade od posebnog istorijskog ili arhitektonskog znaèaja
45212351-1,Graðevinski radovi na praistorijskim spomenicima
45212352-8,Graðevinski radovi na industrijskim spomenicima
45212353-5,Radovi na izgradnji palata
45212354-2,Radovi na izgradnji dvoraca
45212360-7,Radovi na izgradnji verskih objekata
45212361-4,Radovi na izgradnji crkava
45212400-0,Radovi na izgradnji zgrada za smeštaj i restorane
45212410-3,Radovi na izgradnji zgrada za smeštaj
45212411-0,Radovi na izgradnji hotela
45212412-7,Radovi na izgradnji hostela
45212413-4,Radovi na izgradnji objekata za kraæi smeštaj gostiju
45212420-6,Radovi na izgradnji restorana i sliènih objekata
45212421-3,Radovi na izgradnji restorana
45212422-0,Radovi na izgradnji kantina
45212423-7,Radovi na izgradnji kafeterija
45212500-1,Preureðenje kuhinja ili restorana
45212600-2,Radovi na izgradnji paviljona
45213000-3,"Radovi na izgradnji poslovnih zgrada, skladišta i industrijskih graðevina, graðevina povezanih sa prevozom"
45213100-4,Radovi na izgradnji poslovnih zgrada
45213110-7,Radovi na izgradnji zgrada sa prodavnicama
45213111-4,Radovi na izgradnji tržnih centara
45213112-1,Radovi na izgradnji pojedinaènih prodavnica
45213120-0,Radovi na izgradnji poštanskih kancelarija
45213130-3,Radovi na izgradnji banaka
45213140-6,Radovi na izgradnji pijaca
45213141-3,Radovi na izgradnji natkrivenih pijaca
45213142-0,Radovi na izgradnji pijaca na otvorenom
45213150-9,Radovi na izgradnji poslovnih zgrada
45213200-5,Radovi na izgradnji skladišta i industrijskih graðevina
45213210-8,Hladnjaèe
45213220-1,Radovi na izgradnji skladišta
45213221-8,Radovi na izgradnji skladišnih prostora
45213230-4,Radovi na izgradnji klanica
45213240-7,Radovi na izgradnji poljoprivrednih zgrada
45213241-4,Radovi na izgradnji ambara
45213242-1,Radovi na izgradnji štala za krave
45213250-0,Radovi na izgradnji industrijskih graðevina
45213251-7,Radovi na izgradnji industrijskih objekata
45213252-4,Radovi na izgradnji radionica
45213260-3,Radovi na izgradnji trgovaèkih skladišta
45213270-6,Radovi na izgradnji stanica za reciklažu
45213280-9,Radovi na izgradnji objekata za kompostiranje
45213300-6,Zgrade u funkciji transporta
45213310-9,Radovi na izgradnji zgrada u funkciji drumskog prevoza
45213311-6,Radovi na izgradnji autobuskih stanica
45213312-3,Radovi na izgradnji parkirališnih zgrada
45213313-0,Radovi na izgradnji objekata sa uslužnim sadržajima
45213314-7,Radovi na izgradnji autobuskih garaža
45213315-4,Radovi na izgradnji natkrivenih autobuskih stajališta
45213316-1,Radovi na postavljanju šetališta
45213320-2,Radovi na izgradnji zgrada povezanih sa železnièkim prevozom
45213321-9,Radovi na izgradnji železnièkih stanica
45213322-6,Radovi na izgradnji zgrada železnièkog terminala
45213330-5,Radovi na izgradnji zgrada u funkciji vazdušnog prevoza
45213331-2,Radovi na izgradnji aerodromskih zgrada
45213332-9,Radovi na izgradnji kontrolnih tornjeva na aerodromima
45213333-6,Radovi na postavljanju prijavnih šaltera na aerodromima
45213340-8,Radovi na izgradnji graðevina u funkciji prevoza vodenim putevima
45213341-5,Radovi na izgradnji zgrada trajektnih terminala
45213342-2,Radovi na izgradnji terminala za plovila koja prevoze drumska vozila (“ro-ro” plovila)
45213350-1,Radovi na izgradnji zgrada u funkciji raznih vrsta prevoza
45213351-8,Radovi na izgradnji hangara za održavanje
45213352-5,Radovi na izgradnji servisnih radionica
45213353-2,Radovi na postavljanju mostova za ukrcavanje putnika
45213400-7,Postavljanje prostorija za osoblje
45214000-0,Radovi na izgradnji zgrada u funkciji obrazovanja i istraživanja
45214100-1,Radovi na izgradnji zgrada za deèije vrtiæe
45214200-2,Radovi na izgradnji školskih zgrada
45214210-5,Radovi na izgradnji osnovnih škola
45214220-8,Radovi na izgradnji srednjih škola
45214230-1,Radovi na izgradnji škola sa specijalnim programom
45214300-3,Radovi na izgradnji zgrada za više obrazovanje
45214310-6,Radovi na izgradnji viših struènih škola
45214320-9,Radovi na izgradnji viših tehnièkih škola
45214400-4,Radovi na izgradnji zgrada univerziteta
45214410-7,Radovi na izgradnji politehnièkih škola
45214420-0,Radovi na izgradnji amfiteatara
45214430-3,Radovi na izgradnji laboratorija za jezike
45214500-5,Radovi na izgradnji zgrada za dodatno obrazovanje
45214600-6,Radovi na izgradnji zgrada za istraživanja
45214610-9,Radovi na izgradnji laboratorijskih zgrada
45214620-2,Radovi na izgradnji istraživaèkih i ispitnih objekata
45214630-5,Nauèni objekti
45214631-2,Radovi na ugraðivanju sterilnih soba
45214640-8,Radovi na izgradnji meteoroloških stanica
45214700-7,Radovi na izgradnji studentskih domova
45214710-0,Radovi na izgradnji ulaznih holova
45214800-8,Izgradnja objekata za osposobljavanje i obuku
